[0, 5000, 0, 10000, 10000, 10000],
[0, 5000, 0, 0, 10000, 10000],
[0, 5000, 0, 0, 0, 10000],
[0, 5000, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0],
[2534, 5300, 4848, 0, 0, 0],
[0, 0, 0, 10000, 10000, 0],
[0, 0, 10000, 10000, 10000, 10000],
[4931, 2424, 10000, 10000, 10000, 10000],
[4793, 10000, 10000, 10000, 10000, 10000],
[4793, 0, 10000, 10000, 10000, 10000],
[0, 0, 0, 0, 0, 0],
